,SPX,DAX,WIG20,EURUSD
2010-01-06,0.11224377578900721,-0.08822833142216005,0.4167766305613382,0.3633831333307351
2010-01-07,0.39533244050947186,-0.21681492003165703,-1.4331406272620977,-0.6801973229931457
2010-01-08,0.2692685806437372,0.08106821140500894,0.03472933357290467,0.7691555020170409
2010-01-11,0.2014968380314911,0.07851454065798213,1.3428778173987361,0.7617552703164164
2010-01-12,-0.8563494120238784,-1.5527514991735791,-0.9515693931756006,-0.1794249836245251
2010-01-13,0.7810691149560609,0.43077435387866164,0.461406134764299,-0.002494560937910159
2010-01-14,0.33973148652148955,0.2542292550869203,-0.3535462101451295,0.10079507880053323
2010-01-15,-1.1497255474774688,-1.932928174760095,-0.37810584314410567,-0.7728487960996426
2010-01-20,-1.130227887100737,-2.065167490482069,0.13683469819692765,-1.2999975910205037
2010-01-21,-1.9673447427835362,-1.8301891823640526,-0.621327251791058,-0.11317485272231491
2010-01-22,-2.454566335382216,-0.5599995896971053,-2.261473810225705,0.13132639700337492
2010-01-25,0.02910851214569732,-0.5953538431799178,0.7874294022591443,-0.3085669831904825
2010-01-26,-0.18927562210300528,0.4714424564036178,-1.3639127082648066,-0.3484611876023518
2010-01-27,0.1907015028427042,-0.35719187005171543,-0.4811008654713128,-0.4183094379650521
2010-01-28,-1.1086115647644492,-2.048479386158163,-0.5789289835692761,-0.3954357356846798
2010-01-29,-1.0655218209309167,1.3363118756821868,0.9878662256493964,-0.7718592664997576
2010-02-01,0.9715749215617344,1.1163437817130155,-0.36929132333504855,0.302798989773182
2010-02-02,1.4359464833758484,0.7074107524751377,0.19724003399701862,0.3843094134564953
2010-02-03,-0.4302889650816805,-0.8865780686391522,0.24332298239146694,-0.3979702975947351
2010-02-04,-3.251214651324052,-2.433920663577665,-4.047283564586736,-1.2047889285152713
2010-02-05,-0.26972255702296055,-1.3524051773158585,-3.6234492059662786,-0.7216899383037361
2010-02-08,-0.7695877313441547,0.5982045880967327,-0.6621987244150505,-0.0005163518733435624
2010-02-09,0.9197514081939187,0.5437578759115709,1.056932533446937,0.7819211620324727
2010-02-10,0.06186380355800691,0.4941090009743725,0.215002863019038,-0.29956888465695697
2010-02-11,0.760499893780525,-0.5074003555887467,-1.7161799530970394,-0.3875423144137465
2010-02-12,-0.11850702441398336,-0.4345966247764538,1.6551159158554036,-0.22326442130463692
2010-02-17,0.36430365500750356,1.0575218703197247,2.08828842295566,-1.1636565128418161
2010-02-18,0.5349009590176212,0.43780048357868945,-1.2219570790706538,-0.7002484430106234
2010-02-19,0.1308006100915313,0.49189074271587097,-0.1675651630904022,1.0088950146035585
2010-02-22,-0.14217653914766162,-0.48102964853186225,0.8241701180338645,-0.16991036143249572
2010-02-23,-1.1789054353830526,-1.5051897286643634,-1.1402850047913435,-0.61519209583916
2010-02-24,0.8025784145943059,0.3223937374944523,-0.16109126307088945,0.09715599940529984
2010-02-25,-0.07657732108316417,-1.7144191310315633,-1.7559308868718273,0.1394724556759769
2010-02-26,0.21839178064393272,1.103140339792444,2.871715879383177,0.7167992431851099
2010-03-01,0.9718394072456701,2.225355987162464,1.2962517214006752,-0.550449714515397
2010-03-02,0.11070288905391648,0.9622122919664274,2.580509211605396,0.36392551971748444
2010-03-03,-0.006395078058090031,0.819720227213651,0.6290483941836205,0.5978946287743153
2010-03-04,0.2983340595143642,-0.2560499748429793,0.2781798509951231,-0.9382593643214077
2010-03-05,1.4255518613942206,1.1856326110013253,1.117308266028156,0.4805417260249133
2010-03-08,0.08848242573236743,-0.22142875622386757,0.6030329866250493,0.1511429717465319
2010-03-09,0.15315876195477238,0.19231680434128767,-0.4455494581662691,-0.1962635493877675
2010-03-10,0.3906468846388305,0.803259314892404,0.7598038678066691,0.41480397161726423
2010-03-11,0.3852033138923051,-0.12393435587951214,-0.33689866648452754,0.14335702395683775
2010-03-12,0.038002644554858,0.17499978090339727,0.44422340698797125,0.7196943577598789
2010-03-15,0.024024459023870248,-0.5825545934074183,-0.8718644175115265,-0.7698405831212467
2010-03-16,0.7617863565487487,0.9772232275189648,2.1137948204367256,0.7458351124982742
2010-03-17,0.6526762204056108,0.8889020149654933,0.8928938277788414,-0.16596618296220517
2010-03-18,-0.06792358884237462,-0.28444355835085616,-0.8067887102574506,-0.8875800907789971
2010-03-19,-0.6244520596041265,-0.6211936269627891,-0.1476435869060101,-0.520790703750012
2010-03-22,0.38486252956082995,0.11785855065463657,-0.026584946579168767,0.19036308339662503
2010-03-23,0.7759406970294309,0.39380106664624825,0.6805475519150809,-0.4377282515126937
2010-03-24,-0.527602645492882,0.1703021700908186,-0.47851461503802606,-1.0862257700208828
2010-03-25,-0.47815718290869286,1.5816254511442507,2.233411672280642,-0.46610774656919673
2010-03-26,-0.1888037302733302,-0.04745126463754451,0.35467812601253296,0.9332415721179779
2010-03-29,0.6445189828751828,0.6857855691985759,-0.42731272941960885,0.4315383216270379
2010-03-30,0.016829760878624034,-0.2823084416985587,0.7684071940338921,-0.4074066848363196
2010-03-31,-0.33952436438782296,0.13193427974751817,-0.35108571829481433,0.7012370802829297
2010-04-01,0.6377010571338001,1.500717613621961,2.3591686517882224,0.4340844142028915
2010-04-07,-0.5550438027568869,-0.46084566177535446,-0.45561122902254914,-0.4003309787874783
2010-04-08,0.19484138051244912,-0.7465102089668703,-1.4120360093339253,0.08618478411006443
2010-04-09,0.7713038276675115,1.0932474041515277,1.0427297900054577,1.1379915153924027
2010-04-12,0.20913680785416527,0.08585870895709473,1.0109707587676109,0.5979503178523534
2010-04-13,0.1375897716208782,-0.26952155452728005,0.387225780874976,0.19541772715016623
2010-04-14,1.1524100324521422,0.7517783194941209,0.6703470207308073,0.2688153579400633
2010-04-15,0.20212005619313606,0.01718802015855092,-0.27075355777847937,-0.39795704650581143
2010-04-16,-1.7216701327133084,-1.8344130170384172,-0.18881624830986715,-0.5466748604796927
2010-04-19,0.2764303072737973,-0.07058817499568373,-2.0775298876807704,-0.22557742871108324
2010-04-20,0.8159918065325301,1.4498666120366044,1.1694855179690942,-0.2819466774658944
